product_name,retail_price,per_from_retail,wholesale_price,brand,category,sub_category
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2149,0.7923727487034187,1612,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1802,0.6684394351555953,1352,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4041,0.7723103689053759,3031,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,2714,0.7143565657039982,2036,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3329,0.8275259247024377,2496,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1529,0.8369875566647772,1147,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,374,0.8480830927360425,281,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,685,0.797526790757487,513,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5238,0.751666054758723,3928,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3986,0.7038885180106111,2989,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1866,0.6732497235896717,1400,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1226,0.8392420394255159,919,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3184,0.7722020222930877,2388,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,796,0.687100700470608,597,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",379,0.7802209983080024,284,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,4337,0.7838682568558877,3253,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,8564,0.7052140432711712,6423,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,9735,0.7819756151982474,7301,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2251,0.7896513530954337,1688,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,988,0.6652329570851602,742,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2251,0.7605627723033013,1688,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,160,0.6998074866231606,119,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2652,0.7454768767987586,1989,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2223,0.7808998152430204,1668,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4985,0.8393604407139709,3739,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3349,0.7904367396462602,2511,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,4107,0.8459518233462928,3080,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1886,0.6897962681866497,1415,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,461,0.7795360191458551,346,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,684,0.6982941022970026,513,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5238,0.7421873356008308,3928,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3986,0.7291938424095394,2990,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1867,0.7583337835753383,1400,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1225,0.7028344330353876,919,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3184,0.7717762049379112,2388,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,796,0.8382092412871601,597,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",379,0.613368636858885,254,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,4337,0.7538466451786605,2906,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,8565,0.5886667069478904,5738,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,9734,0.6806373131770196,6523,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2251,0.6935174266284262,1508,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,988,0.7629237627636118,663,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2250,0.5924687309391965,1508,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,160,0.7689551663701344,107,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2652,0.6313235174642663,1776,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2224,0.6411967577100568,1490,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4984,0.6668497491870274,3340,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3349,0.695741583931847,2243,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,4107,0.618814255544024,2751,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1886,0.7142035073084874,1264,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,461,0.7531414551904257,309,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,684,0.6987451211314268,458,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5237,0.7610596742079266,3509,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3986,0.7682722344233105,2671,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1867,0.6699293633787708,1250,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1225,0.6726910256922213,821,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3184,0.7303182327954179,2134,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,795,0.6990524217886274,533,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",379,0.7002396178433972,254,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,4337,0.7344536162995019,2906,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,8564,0.5862945662116389,5738,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,9735,0.7484944085368563,6523,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2251,0.654706636254666,1508,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,988,0.6637346603919098,662,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2251,0.6589643073690512,1509,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,160,0.5871565358911497,107,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2652,0.6547921632011079,1989,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2224,0.7560031441063878,1667,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4985,0.809339495703277,3739,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3349,0.8317505765451536,2511,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,4106,0.7848305352412772,3080,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1887,0.659136152199535,1415,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,462,0.6929082171183517,346,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,684,0.8458789884038871,513,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5237,0.8074289333900121,3929,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3985,0.6559785037573836,2989,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1867,0.6968884002868149,1400,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1225,0.7847417345014004,920,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3184,0.6790912533674288,2388,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,796,0.6914551349097842,597,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",379,0.8436631544875968,284,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,4337,0.7866696845600554,3253,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,8565,0.819358173281249,6424,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,9735,0.7403733172238623,7301,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2251,0.6527118568264685,1688,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,989,0.7157694087214435,741,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2251,0.7018210649758527,1688,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,159,0.8498426083462745,120,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2651,0.7737040902014416,1988,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2223,0.8351530212586213,1668,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4985,0.7896234462044579,3738,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3348,0.7883582480151116,2511,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,4106,0.6847034955571567,3079,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1887,0.6540343210110553,1415,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,461,0.8279034470779224,346,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,684,0.7001838971646006,513,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5238,0.6719724807699776,3928,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3985,0.7531129111684747,2990,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1866,0.7064240004785856,1400,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1225,0.6797319337379292,919,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3185,0.8272989661575788,2388,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,796,0.7098314502135218,597,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",379,0.655566204202295,284,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,4337,0.8088066404092371,3253,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,8564,0.6874414415726676,6424,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,9734,0.7316748850372361,7301,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2251,0.840344710369539,1688,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,988,0.7188683029489081,742,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2251,0.7786788278257871,1688,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,159,0.7244411512332707,120,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2652,0.7137526607582656,1989,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2223,0.8481749720392777,1668,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4985,0.7321743561638068,3739,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3349,0.6823743844158191,2512,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,4106,0.6607738806673498,3080,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1887,0.6708774532310422,1415,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,461,0.7237438571979525,346,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,685,0.7310776287799042,513,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,5238,0.684299956128346,3928,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3986,0.7860606405945405,2990,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1867,0.7834031072943128,1400,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1225,0.7774463806432713,919,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,3185,0.654186243343926,2388,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,796,0.8199555671420169,597,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",308,0.6854539621386548,232,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3527,0.8375111627664209,2646,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,6965,0.5730872757950424,4667,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,7918,0.6646396682439064,5305,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,1830,0.7092260719818906,1227,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,804,0.6525719422446276,538,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,1831,0.7365783841336034,1227,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,130,0.581658872771865,86,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2157,0.5827819261569337,1445,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1808,0.6794386094655698,1212,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4054,0.7355413739847488,2716,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,2724,0.6567067142108008,1824,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3340,0.7431902704066781,2237,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1534,0.5806766687427009,1028,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,375,0.6675118201088381,251,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,556,0.7480628795159846,373,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,4260,0.6173709389508728,2854,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3241,0.6539952332200709,2172,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1518,0.6658189007052018,1017,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,996,0.6144029235499925,668,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2877,0.7152032849842339,1927,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,719,0.659387475277479,482,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",342,0.6937674819503731,229,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3919,0.7490319989800454,2625,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,7737,0.5751700314470918,5184,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,8795,0.7204199703600748,5893,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2034,0.6854256772048891,1363,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,893,0.6239108580600617,598,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2033,0.6858976891343769,1363,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,143,0.666882106046822,96,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2396,0.6860275829236576,1605,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2009,0.6833459825366072,1346,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4503,0.7261312694641029,3017,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3026,0.634712491562277,2027,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3710,0.7327628288135856,2485,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1704,0.6491084821076949,1142,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,417,0.7268432698866096,279,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,618,0.6816996220953545,414,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,4732,0.6847028107639614,3170,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3601,0.6688695954317357,2412,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1686,0.769136111964607,1130,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1107,0.6781547372019674,741,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2877,0.6346428792694023,1927,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,719,0.7294126922262983,482,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",343,0.7035104516657491,229,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3918,0.7454735890778974,2625,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,7738,0.6773803810692409,5185,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,8795,0.578059716273515,5892,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2034,0.5936447858857699,1363,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,893,0.7413525683313583,598,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2070,0.7604433126038621,1387,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,146,0.6113085410167344,98,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2439,0.635550510512149,1634,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2045,0.7441586012309647,1370,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4585,0.6514549107010432,3072,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3081,0.7204799754422713,2063,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3777,0.6314065637707615,2531,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1735,0.6354666866187063,1162,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,424,0.6704762211575136,285,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,630,0.6331332608491357,421,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,4817,0.6477936725453798,3228,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3666,0.6320919104211815,2456,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1717,0.7326819668009554,1151,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1127,0.6819989365150309,755,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2928,0.5867868315875199,1962,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,732,0.6367112723567113,490,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",348,0.6371407425681629,233,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3989,0.6122709006920298,2673,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,7877,0.674086706444426,5277,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,8953,0.7185704622483522,5999,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2070,0.6506886056924288,1387,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,909,0.6646499083002555,610,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2070,0.6888096142777433,1387,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,146,0.665247372003079,98,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2439,0.6966694815121852,1635,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,2045,0.6192391968017388,1370,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4585,0.7309704401521905,3072,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,3080,0.609096149056823,2064,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3778,0.659552387667657,2530,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1735,0.6185881965069278,1162,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,377,0.7539886356463045,253,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,560,0.7336553536743851,375,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,4288,0.6125047002821592,2873,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3263,0.6322176368781259,2186,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1528,0.7719604908393509,1146,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1003,0.6783652399235239,752,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2607,0.7188051395783488,1956,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,652,0.6969363957357056,489,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",310,0.8064418131380251,233,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,3550,0.7228809598973951,2663,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,7012,0.8005484106692379,5258,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,7969,0.687285569702776,5977,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,1843,0.7648500291592737,1382,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,809,0.7017375753454842,607,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,1843,0.8004620326195453,1382,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,130,0.7517100932387687,98,Deltex,Paints,Chinese Lacquer
BRILLIANT WHITE 1L LUXURY SHIELD 9102A,2171,0.7350981838719899,1628,Causeway Paints,Paints,Shield Paint
BRILLIANT WHITE 1L LUXURY GLO 9102A,1821,0.7659087105552542,1365,Causeway Paints,Paints,Interior Paint
RED FLOOR PAINT QD02 1L KENLUX,4081,0.8347898822741052,3061,Causeway Paints,Paints,Floor Paint
BROWN ANTICORROSIVE AC06 1L KENLUX,2742,0.6676632584352105,2056,Causeway Paints,Paints,Anticorrosive
MAHOGANY ENAMEL 1509 1L KENLUX,3362,0.6641024461433853,2521,Causeway Paints,Paints,Enamel Paint
"4"" CLASSIC PAINT BRUSH HARRIS",1544,0.8319665595124,1158,Harris,Paints,Paint Brush
PAINT REMOVER 190ML,378,0.6990297399384292,283,Sayerlack,Paints,Wood Preservative
W/B WOOD PUTTY 17 TEAK 250G JAT,560,0.6922306749365722,420,JAT,Paints,Wood Putty
WOOD LACQUER SATIN 1L F5588 SUNNY,4288,0.8037885873628839,3216,Causeway Paints,Paints,Wood Lacquer & Varnish
BLACK BOARD PAINT BLACK 1L KENLUX,3263,0.7285599266716886,2447,Causeway Paints,Paints,Black Board & Paints
DARK GREEN 12 S/P TOA,1528,0.7104876116256861,1146,TOA,Paints,Toa Spray Paints
FLOOR POLISH RED 400G ROYAL,1141,0.7016383631059611,855,ROYAL,Paints,Floor Polish
171 UNIVERSAL THINNER 1L CAUSEWAY,2964,0.6784909992190925,2223,Causeway Paints,Paints,Thinner
WALL FILLER LUXURY 1L CAUSEWAY,741,0.8403937122474149,556,Causeway Paints,Paints,Wall Filler & Putty
"3"" SCRAPER RHP",352,0.8076205885542072,264,AMT,Paints,Paints Preparation
ZINC PHOSPHATE QD PRIMER BLACK 1L,4037,0.7630140502028279,3027,Causeway Paints,Paints,Decorative Paints
SPRAY GUN F75G 1.3MM / 1.4MM VOYLET,7972,0.6758386817897188,5979,VOYLET,Paints,Paint Accessories
ICI GENERAL PURPOSE STOPER 1.5KG,9061,0.8388391136927965,6795,Dulux,Paints,Auto Paint
BLUE NAX SUPER HIGH PERFORMANCE CLEAR (4:1) 1L…,2095,0.7940910295335208,1571,Nippon,Paints,Auto Primer
SF SUPIRI METAL FILLER & HARDENER 450G,919,0.8223862674115896,689,SF SUPIRI,Paints,Auto Filler
BRILLIANT WHITE 101A (AUTO/SUNNY) 500ML,2095,0.742627935863586,1572,Causeway Paints,Paints,Solid Colors
CHINESE LACQUER 100ML DELTEX,149,0.7806512107886442,111,Deltex,Paints,Chinese Lacquer
